"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"TXRCBUS","194913","4460.588","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195013","4829.528","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195113","5104.68","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195213","5158.406","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195313","5052.749","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195413","5262.555","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195513","5608.073","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195613","5839.664","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195713","5744.189","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195813","6125.681","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","195913","6188.68","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196013","6651.233","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196113","6776.017","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196213","7080.156","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196313","7090.289","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196413","7112.235","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196513","7279.925","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196613","7500.922","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196713","7711.953","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196813","7933.383","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","196913","8243.522","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197013","8323.12","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197113","8428.176","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197213","8628.162","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197301","1339.302","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197302","1174.916","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197303","983.386","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197304","715.392","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197305","535.901","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197306","366.93","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197307","306.867","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197308","313.315","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197309","342.181","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197310","448.411","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197311","711.982","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197312","987.466","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197313","8226.051","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197401","1235.97","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197402","1062.885","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197403","912.14","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197404","723.895","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197405","500.172","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197406","369.658","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197407","318.423","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197408","297.206","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197409","341.162","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197410","484.806","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197411","645.395","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197412","1016.884","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197413","7908.596","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197501","1145.436","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197502","1090.776","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197503","997.803","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197504","865.707","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197505","526.07","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197506","368.294","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197507","318.568","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197508","303.799","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197509","341.98","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197510","443.545","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197511","582.288","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197512","1006.031","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197513","7990.296","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197601","1303.718","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197602","1100.934","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197603","895.887","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197604","674.092","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197605","522.547","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197606","403.68","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197607","333.036","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197608","305.667","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197609","336.292","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197610","484.184","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197611","827.689","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197612","1204.103","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197613","8391.829","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197701","1488.078","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197702","1244.175","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197703","869.096","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197704","630.326","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197705","462.064","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197706","365.111","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197707","318.033","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197708","311.158","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197709","330.411","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197710","470.276","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197711","647.258","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197712","1058.308","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197713","8194.297","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197801","1232.341","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197802","1236.977","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197803","1038.135","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197804","675.067","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197805","532.388","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197806","375.822","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197807","325.162","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197808","337.854","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197809","346.004","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197810","470.211","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197811","673.018","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197812","1017.622","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197813","8260.6","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197901","1264.688","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197902","1261.863","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197903","949.663","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197904","685.282","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197905","484.635","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197906","359.441","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197907","314.192","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197908","311.417","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197909","318.474","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197910","437.778","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197911","631.954","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197912","899.966","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","197913","7919.353","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198001","1063.223","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198002","1075.459","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198003","926.4","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198004","640.912","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198005","460.453","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198006","356.135","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198007","296.381","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198008","277.248","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198009","300.25","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198010","433.98","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198011","644.359","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198012","964.401","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198013","7439.811","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198101","1192.208","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198102","1001.061","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198103","796.778","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198104","535.402","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198105","424.003","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198106","316.947","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198107","281.74","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198108","276.106","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198109","286.679","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198110","452.918","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198111","598.636","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198112","881.827","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198113","7045.674","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198201","1165.973","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198202","1025.192","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198203","850.454","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198204","683.339","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198205","417.477","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198206","323.651","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198207","283.59","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198208","277.11","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198209","323.859","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198210","406.511","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198211","567.526","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198212","822.37","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198213","7146.964","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198301","1126.931","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198302","906.209","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198303","822.099","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198304","658.625","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198305","446.738","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198306","324.779","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198307","280.854","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198308","280.232","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198309","281.53","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198310","357.347","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198311","521.057","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198312","827.178","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198313","6832.271","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198401","1217.66","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198402","944.755","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198403","878.471","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198404","680.173","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198405","479.526","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198406","337.583","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198407","298.457","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198408","298.534","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198409","312.714","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198410","376.901","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198411","556.194","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198412","831.31","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198413","7211.264","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198501","1061.449","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198502","1120.785","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198503","816.546","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198504","598.158","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198505","395.272","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198506","327.16","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198507","301.607","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198508","301.986","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198509","312.75","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198510","404.555","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198511","543.239","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198512","969.12","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198513","7148.629","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198601","1096.938","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198602","959.48","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198603","835.398","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198604","564.722","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198605","423.509","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198606","315.686","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198607","294.347","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198608","294.799","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198609","302.009","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198610","390.965","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198611","564.318","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198612","865.629","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198613","6906.591","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198701","1034.108","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198702","942.04","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198703","830.042","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198704","603.738","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198705","403.205","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198706","313.492","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198707","297.014","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198708","283.889","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198709","306.288","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198710","449.569","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198711","587.144","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198712","874.273","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198713","6923.82","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198801","1169.94","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198802","1036.191","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198803","863.139","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198804","609.182","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198805","449.798","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198806","322.268","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198807","305.235","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198808","300.466","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198809","310.413","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198810","449.237","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198811","626.224","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198812","915.557","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198813","7357.23","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198901","1049.032","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198902","1011.184","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198903","917.252","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198904","630.557","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198905","452.335","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198906","339.717","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198907","307.032","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198908","315.691","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198909","331.307","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198910","445.014","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198911","650.477","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198912","1122.8","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","198913","7571.348","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199001","1019.269","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199002","852.317","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199003","749.886","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199004","571.688","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199005","405.302","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199006","307.15","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199007","272.297","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199008","278.46","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199009","286.246","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199010","385.033","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199011","565.082","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199012","860.845","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199013","6552.443","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199101","1105.408","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199102","871.426","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199103","779.403","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199104","544.543","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199105","382.772","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199106","292.109","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199107","274.445","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199108","265.209","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199109","280.783","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199110","396.616","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199111","659.523","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199112","895.252","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199113","6746.178","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199201","1042.795","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199202","913.851","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199203","789.893","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199204","614.522","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199205","409.071","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199206","310.1","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199207","281.541","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199208","268.029","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199209","303.638","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199210","416.914","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199211","635.282","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199212","964.679","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199213","6949.499","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199301","1068.721","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199302","995.475","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199303","931.353","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199304","632.348","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199305","387.126","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199306","309.438","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199307","277.07","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199308","275.475","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199309","291.159","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199310","400.676","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199311","638.645","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199312","933.693","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199313","7140.432","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199401","1216.727","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199402","1073.827","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199403","839.952","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
"TXRCBUS","199404","554.162","1","Primary Energy Consumed by the Residential Sector","Trillion Btu"
