station_name,lat,long,elevation
Virginia St at Shattuck Ave,37.87657254910685,-122.26952791213988,68.0
Bestor Art Park,37.3236779,-121.8741186,30.0
23rd St at Santa Clara St,37.34648029372904,-121.86856960181206,24.0
Gish Rd at 1st St,37.36186680025918,-121.90931528806688,12.0
Columbia Ave at Bird Ave,37.32412595115088,-121.89971968531609,25.0
Washington St at Kearny St,37.795402,-122.4046885,27.0
Harmon St at Adeline St,37.849735,-122.270582,33.0
36th Ave at Kirkham St,37.7589001,-122.4951291,62.0
17th Ave at Geary Blvd,37.78071988575564,-122.47610360383987,48.0
37th Ave at Ortega St,37.75173717215301,-122.49560004673242,57.0
Frida Kahlo Way at Cloud Cir,37.72547719176656,-122.45228647426156,88.0
Carroll Ave at 3rd St,37.725372,-122.393954,6.0
30th Ave at Noriega St,37.7539295,-122.4883438,85.0
21st Ave at Noriega St,37.7543047,-122.4785927,100.0
Taraval St: 41st St to 40th St,37.7420934,-122.4985285,36.0
Telegraph Ave at Carleton St,37.8623199,-122.258801,66.0
Newbury Park Dr at King Rd,37.3655356585599,-121.86796635389328,25.0
Hudson Ave at 3rd St,37.74058873182711,-122.38908866713396,3.0
William St at 10th St,37.3327938,-121.8759263,23.0
Auzerais Ave at Los Gatos Creek Trail,37.321181834267314,-121.9030898809433,28.0
Skyport Dr at Technology Dr,37.36522655191025,-121.9168147444725,5.0
36th Ave at Irving St,37.7628993,-122.4953893,49.0
21st St at 5th Ave,37.800459411713945,-122.24745869636536,11.0
Main St at Market St,37.79284714470023,-122.39633148173716,31.0
10th St at Mission St,37.355692651246365,-121.89225107431412,16.0
San Pedro St at Hedding St,37.352601,-121.905733,16.0
Brooklyn Basin,37.78744096071392,-122.25555462691868,0.0
3rd St at Keyes St,37.32086614588923,-121.87627851963045,30.0
Fifth St at Delaware St,37.870407115465376,-122.29967594146729,8.0
Jennings St at Revere Ave,37.72939320661727,-122.38653659820557,19.0
Guerrero Park,37.745738796183325,-122.42214024066924,28.0
2100 Powell St,37.83954308266563,-122.2987177222967,13.0
52nd St at MLK Jr Way,37.837369,-122.267656,29.0
Father Alfred E Boeddeker Park,37.7840775,-122.411926,30.0
Taylor St at 9th St,37.35306166133104,-121.89193725585936,18.0
West St at 40th St,37.8302232,-122.2709501,20.0
Brockhurst St at San Pablo Ave,37.82352279021405,-122.27718830108644,4.0
26th St at Broadway,37.81482406413866,-122.26424569694971,5.0
Gennessee St at Monterey Blvd,37.7316566899845,-122.45112150907516,117.0
Asbury St at The Alameda,37.33802231313689,-121.91947817802428,22.0
Santa Clara St at Almaden Blvd,37.333988,-121.894902,31.0
Metro Dr at Technology Dr,37.36767805240811,-121.9187942147255,16.0
San Pablo Ave at MLK Jr Way,37.8113514,-122.2734217,6.0
South Lake,37.76486899,-122.5004981,39.0
26th Ave at Noriega St,37.7540396,-122.4840403,103.0
Illinois St at Cesar Chavez St,37.75016713801581,-122.38654196262358,1.0
DeFremery Park,37.8123315,-122.2851712,5.0
45th St at Manila,37.8332935222321,-122.25622415542604,31.0
Willow Park,37.81236254956572,-122.29609629373002,6.0
Taraval St at 27th Ave to 25th Ave,37.7426678,-122.4834267,81.0
Williams Ave at 3rd St,37.72927865173028,-122.39289611577988,20.0
Bay Street Plaza,37.834574108061645,-122.29206176011056,2.0
Lakeside Dr at 14th St,37.8013189,-122.2626418,15.0
Egbert Ave at Jennings St,37.722601,-122.3922705,5.0
5th St at San Salvador St,37.33203868095132,-121.8817663192749,31.0
5th St at Taylor St,37.35090179274617,-121.89584255218504,13.0
2nd St at Julian St,37.34113203547954,-121.8928438425064,22.0
Saint James St at 9th St,37.343208488473465,-121.88438951969148,22.0
Market St at 45th St,37.834174,-122.272968,19.0
N 14th St at E Santa Clara St,37.3426625921454,-121.87729239463806,26.0
Brighton Ave at Ocean Ave,37.723426,-122.455102,88.0
College Ave at Bryant Ave,37.8381269,-122.2512714,43.0
Torney Ave at Lincoln Blvd,37.799676,-122.452599,20.0
22nd St at William St,37.3398531,-121.8636494,28.0
37th Ave at Rivera St,37.74611907467051,-122.49520684125004,50.0
Second St at Oak St,37.79283145949592,-122.26827767083098,5.0
Quintara St at Great Highway,37.74732995515812,-122.50753516831912,8.0
Crocker-Amazon Playground,37.713185,-122.433405,76.0
30th St at San Jose Ave,37.7423139,-122.4231805,35.0
34th St at Telegraph Ave,37.82246767714513,-122.26597130298616,19.0
Lakewood Ave at Ocean Ave,37.72629631820366,-122.4644172529522,79.0
10th St at Fallon St,37.7976728,-122.2629973,7.0
Lloyd Lake,37.7699501,-122.4816534,68.0
Alemany Blvd at Ocean Ave,37.72326479620352,-122.43782585917543,44.0
Holloway Ave at Arellano Ave,37.72095,-122.478859,47.0
Toland St at Jerrold Ave,37.7438687228972,-122.39887463673972,3.0
Brazil Ave at La Grande Ave,37.72024,-122.425312,103.0
Taraval St at 22nd St,37.7430051,-122.479359,94.0
Sonora Ave at 1st St,37.364060462258806,-121.9117319583893,11.0
SF Depot-2 (Minnesota St Incoming),37.754849693976425,-122.38973379135132,6.0
27th St at San Pablo Ave,37.8178861054494,-122.27595852149544,8.0
Mission St at 1st St,37.3509643,-121.9020161,16.0
6th Ave at E 12th St,37.794396,-122.253842,7.0
Devine St at San Pedro St,37.33867060463943,-121.89564406871794,20.0
14th St at Filbert St,37.80874983465997,-122.28328227996823,7.0
Kerley Dr at Rosemary St,37.36085415525383,-121.90683424472807,16.0
Willow St at Blewett Ave,37.30901407427592,-121.9000107049942,32.0
Farnam St at Fruitvale Ave,37.778058,-122.2254,16.0
West Portal: 15th to Ulloa East,37.740507,-122.4663653,108.0
Forest Hill Muni Station,37.7481775,-122.4591988,137.0
30th Ave,37.7708604,-122.4899713,54.0
Quesada Ave at 3rd St,37.73309280990925,-122.39097297191618,25.0
Park Ave at Race St,37.32601084794081,-121.91232740879056,27.0
Evans Ave at Mendell St,37.740048,-122.3834355,4.0
23rd St at Taylor St,37.3600013909666,-121.87877833843233,15.0
Piedmont Ave at MacArthur Blvd,37.823143222649385,-122.2569505732544,32.0
Bird Ave at Willow St,37.31128394611736,-121.89632534980774,32.0
Howard Internal Monolith,37.7746,-122.414,14.0
Willow St at Vine St,37.3184498,-121.8831724,32.0
Bird Ave at Coe Ave,37.31515792998312,-121.89783275127412,34.0
Judson Ave at Gennessee St,37.728296112474,-122.45171263340548,98.0
London St at Geneva Ave,37.71616094545787,-122.440105676651,68.0
San Carlos St at Meridian Ave,37.3233446905968,-121.91349685192108,26.0
7th St at Empire St,37.3477119817597,-121.89055323600768,16.0
SFSU Park West,37.726266,-122.479462,38.0
Backesto Park,37.35288682729121,-121.88604980707169,22.0
Byxbee St at Shields St,37.717792,-122.469903,100.0
14th St at Mandela Pkwy,37.8107432,-122.2914153,4.0
Delmas Ave at Virginia St,37.31998798619738,-121.89322043713116,24.0
10th Ave at E 15th St,37.7927143,-122.2487796,10.0
Laguna Honda Hospital,37.7489641,-122.4571037,157.0
San Antonio Park,37.79013985185364,-122.24237322807312,14.0
Julian St at 6th St,37.3429973,-121.8888891,21.0
Chain O' Lakes,37.76781983,-122.5018675,45.0
Alemany Blvd at Silver Ave,37.73017446887281,-122.43289589881896,36.0
Oak St at 1st St,37.322124625448566,-121.88109040260316,28.0
 Sloat Blvd at The Great Highway to 46th Ave,37.7353216,-122.5053186,5.0
23rd Ave at Foothill Blvd,37.7851915,-122.2343822,10.0
Ocean Avenue East: to Plymouth Ave,37.7244072,-122.4587692,83.0
Lane St at Revere Ave,37.73192120789263,-122.3898859765855,25.0
Bowling Green,37.76872962,-122.459429,86.0
Park Ave at Laurel Grove Ln,37.326282324105776,-121.9049111008644,24.0
26th Ave at International Blvd,37.781123,-122.2329915,13.0
Foothill Blvd at Harrington Ave,37.77993,-122.2177284,18.0
